"id_student","code_module","code_presentation","Assessment_score","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result","Total_clicks","date_registration"
281651,"FFF","2013B",821,"F","West Midlands Region","A Level or Equivalent","30-40%","0-35",0,180,"N","Pass",3758,-90
281656,"EEE","2013J",95,"M","North Region","Lower Than A Level","30-40%","0-35",0,210,"Y","Fail",387,-75
281920,"DDD","2014J",508,"M","South East Region","Lower Than A Level","10-20","0-35",4,60,"N","Pass",1040,-147
282193,"CCC","2014B",1149,"M","North Western Region","No Formal quals","20-30%","0-35",0,30,"N","Pass",9642,-29
282193,"DDD","2013B",1149,"M","North Western Region","No Formal quals","20-30%","0-35",1,120,"N","Pass",9642,-68
282317,"DDD","2013J",598,"F","East Midlands Region","A Level or Equivalent","20-30%","0-35",0,60,"Y","Pass",2475,-203
282388,"GGG","2014B",604,"M","East Midlands Region","Lower Than A Level","60-70%","35-55",0,30,"N","Fail",623,-67
282713,"BBB","2014B",771,"F","London Region","HE Qualification","0-10%","35-55",0,60,"N","Pass",652,-75
282806,"FFF","2014B",790,"M","North Region","Lower Than A Level","10-20","0-35",2,60,"Y","Fail",2671,-183
282821,"AAA","2013J",303,"M","South West Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass",1961,-107
282879,"FFF","2013B",1036,"F","Scotland","HE Qualification","10-20","0-35",1,150,"N","Pass",6103,-166
282962,"GGG","2014B",70,"M","West Midlands Region","Lower Than A Level","40-50%","0-35",0,30,"Y","Fail",3,-10
283035,"GGG","2014B",150,"M","West Midlands Region","Lower Than A Level","70-80%","35-55",0,30,"N","Fail",189,-17
283050,"FFF","2013B",130,"M","West Midlands Region","Lower Than A Level","20-30%","0-35",1,180,"N","Fail",1153,-58
283131,"BBB","2014B",682,"M","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Fail",386,-31
283133,"EEE","2013J",371,"M","East Midlands Region","HE Qualification","50-60%","0-35",0,120,"N","Pass",2329,-99
283230,"FFF","2013B",1022,"M","North Region","A Level or Equivalent","0-10%","0-35",1,120,"N","Pass",4725,-52
283348,"FFF","2013B",769,"M","North Region","HE Qualification","","35-55",0,60,"N","Pass",3712,-22
283402,"FFF","2014J",980,"M","London Region","HE Qualification","30-40%","0-35",0,60,"N","Pass",5305,-11
283564,"BBB","2014B",571,"F","East Anglian Region","Lower Than A Level","10-20","0-35",0,60,"N","Fail",534,-127
283618,"DDD","2013B",828,"M","West Midlands Region","Lower Than A Level","90-100%","35-55",2,120,"N","Pass",1916,-17
283953,"FFF","2013J",1054,"F","London Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass",4297,-19
283978,"BBB","2014B",240,"F","South West Region","A Level or Equivalent","20-30%","35-55",5,150,"Y","Fail",42,-60
28400,"AAA","2013J",332,"F","Scotland","HE Qualification","20-30%","35-55",0,60,"N","Pass",1435,-53
284076,"BBB","2013B",784,"F","South Region","A Level or Equivalent","70-80%","0-35",0,120,"N","Pass",557,-28
284095,"EEE","2014J",1150,"F","South West Region","HE Qualification","90-100%","0-35",0,120,"N","Pass",2825,-53
28418,"CCC","2014B",63,"F","West Midlands Region","A Level or Equivalent","20-30%","0-35",0,30,"N","Fail",328,-37
284395,"FFF","2013J",859,"M","London Region","A Level or Equivalent","30-40%","35-55",1,60,"N","Pass",4684,-142
284762,"BBB","2014J",450,"F","East Midlands Region","A Level or Equivalent","10-20","0-35",2,60,"N","Pass",854,-82
284812,"CCC","2014B",881,"M","Ireland","HE Qualification","80-90%","35-55",0,30,"N","Pass",3365,-34
284906,"BBB","2013J",1002,"F","East Midlands Region","A Level or Equivalent","70-80%","0-35",2,60,"N","Pass",405,-192
285050,"BBB","2013J",464,"M","North Western Region","HE Qualification","0-10%","0-35",1,180,"N","Fail",370,-4
285096,"DDD","2013B",1288,"M","South West Region","Lower Than A Level","40-50%","35-55",0,60,"N","Pass",3324,-214
285193,"GGG","2014B",593,"F","West Midlands Region","Lower Than A Level","10-20","0-35",0,30,"Y","Pass",658,-4
285315,"AAA","2014J",431,"M","East Anglian Region","HE Qualification","70-80%","0-35",0,60,"N","Pass",1157,-36
285412,"DDD","2014B",401,"M","North Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass",1798,-110
285470,"BBB","2014J",261,"F","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,180,"N","Pass",142,-149
285481,"DDD","2014J",465,"M","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass",4050,-162
285557,"DDD","2013J",384,"M","Scotland","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass",701,-79
285567,"BBB","2014B",940,"F","South West Region","Lower Than A Level","40-50%","35-55",0,90,"N","Pass",3064,-179
285912,"BBB","2013B",873,"F","Wales","HE Qualification","50-60%","35-55",0,90,"N","Pass",600,-43
285934,"EEE","2014J",379,"M","North Region","Lower Than A Level","","35-55",0,60,"N","Pass",4020,-16
285996,"FFF","2013B",777,"M","West Midlands Region","Lower Than A Level","40-50%","0-35",0,60,"N","Fail",3365,-18
286160,"GGG","2013J",830,"F","North Region","A Level or Equivalent","60-70%","0-35",0,30,"N","Pass",1183,-46
286338,"BBB","2014J",287,"F","South Region","Lower Than A Level","30-40%","35-55",0,60,"N","Pass",1444,-60
286402,"BBB","2013J",964,"F","Yorkshire Region","A Level or Equivalent","70-80%","35-55",0,60,"N","Pass",1669,-85
286449,"DDD","2014B",110,"F","East Midlands Region","Lower Than A Level","40-50%","0-35",6,120,"N","Fail",240,-34
286488,"AAA","2013J",355,"M","South East Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Pass",1046,-8
286658,"CCC","2014J",851,"F","North Region","A Level or Equivalent","","35-55",0,90,"N","Pass",3148,-67
286762,"GGG","2013J",785,"F","North Region","Lower Than A Level","20-30%","35-55",0,30,"N","Pass",443,-39
286778,"FFF","2014J",1028,"F","Wales","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass",2986,-14
286842,"DDD","2013J",465,"F","East Anglian Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass",683,-157
286914,"BBB","2014B",790,"F","South Region","HE Qualification","40-50%","35-55",0,60,"N","Pass",505,-73
287079,"FFF","2014J",816,"M","London Region","HE Qualification","40-50%","35-55",2,60,"N","Fail",3070,-44
287099,"FFF","2013B",863,"F","West Midlands Region","A Level or Equivalent","60-70%","35-55",2,120,"N","Pass",4876,-89
287107,"BBB","2013J",970,"F","North Western Region","A Level or Equivalent","0-10%","35-55",0,60,"N","Pass",4822,-103
287204,"AAA","2014J",368,"M","Scotland","A Level or Equivalent","0-10%","0-35",0,60,"N","Pass",1845,-79
287210,"AAA","2014J",367,"M","Scotland","A Level or Equivalent","70-80%","35-55",0,60,"N","Pass",3275,-156
287258,"FFF","2014J",940,"M","Scotland","A Level or Equivalent","60-70%","35-55",0,60,"N","Pass",3905,-136
287309,"BBB","2013J",808,"F","South West Region","Lower Than A Level","40-50%","0-35",2,120,"N","Pass",648,-153
287432,"DDD","2013B",942,"F","Wales","A Level or Equivalent","30-40%","35-55",0,90,"N","Pass",1469,-185
287548,"AAA","2013J",339,"M","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,120,"N","Pass",483,-52
287679,"BBB","2013J",707,"F","Wales","A Level or Equivalent","60-70%","35-55",0,60,"N","Pass",1293,-45
287783,"DDD","2013J",622,"F","Wales","HE Qualification","50-60%","0-35",1,90,"N","Pass",981,-46
287954,"DDD","2014J",270,"M","Wales","A Level or Equivalent","10-20","0-35",2,120,"N","Fail",231,-35
28808,"FFF","2014B",140,"F","South Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Fail",232,-120
288086,"BBB","2014J",309,"F","North Western Region","A Level or Equivalent","40-50%","0-35",0,180,"N","Pass",426,-88
288380,"BBB","2013B",234,"F","South West Region","Lower Than A Level","50-60%","0-35",3,120,"Y","Fail",18,-82
28897,"FFF","2014B",856,"M","South West Region","A Level or Equivalent","10-20","0-35",0,120,"N","Pass",3367,-136
289009,"CCC","2014B",954,"M","Yorkshire Region","HE Qualification","10-20","35-55",0,150,"N","Pass",894,-68
289009,"DDD","2013J",954,"M","Yorkshire Region","HE Qualification","10-20","35-55",0,150,"N","Pass",894,-10
289108,"BBB","2014B",731,"F","Wales","A Level or Equivalent","30-40%","35-55",1,60,"N","Pass",1834,3
289304,"FFF","2013J",894,"M","Yorkshire Region","Lower Than A Level","0-10%","35-55",0,90,"Y","Pass",3850,-29
289449,"AAA","2014J",376,"M","East Midlands Region","HE Qualification","90-100%","35-55",0,60,"N","Pass",1336,-122
289564,"DDD","2013B",545,"M","East Anglian Region","Lower Than A Level","90-100%","0-35",0,60,"Y","Fail",934,-54
289965,"BBB","2013J",175,"F","Wales","A Level or Equivalent","0-10%","0-35",1,60,"N","Fail",108,-64
290089,"BBB","2013J",935,"M","London Region","Lower Than A Level","40-50%","0-35",0,120,"N","Pass",1260,-115
290164,"AAA","2014J",330,"F","Scotland","HE Qualification","30-40%","35-55",0,60,"N","Pass",5805,-88
290184,"BBB","2014J",402,"F","East Anglian Region","HE Qualification","90-100%","0-35",0,120,"N","Pass",248,-18
290201,"AAA","2013J",352,"M","Wales","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass",1740,-96
290382,"EEE","2013J",424,"M","London Region","Lower Than A Level","10-20","0-35",0,60,"N","Pass",2842,-59
290658,"GGG","2013J",580,"F","North Western Region","Lower Than A Level","70-80%","0-35",0,90,"N","Fail",225,-23
290757,"AAA","2013J",375,"M","North Western Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass",652,-141
290914,"BBB","2014B",895,"M","North Region","A Level or Equivalent","0-10%","0-35",2,120,"Y","Pass",146,-145
291159,"FFF","2013B",335,"M","East Anglian Region","Lower Than A Level","60-70%","0-35",1,60,"N","Fail",3177,-103
291194,"BBB","2013B",752,"F","East Anglian Region","Lower Than A Level","30-40%","0-35",0,90,"N","Pass",689,-68
291237,"FFF","2013J",1106,"M","Yorkshire Region","A Level or Equivalent","80-90%","0-35",0,180,"N","Pass",4379,-52
291334,"AAA","2013J",418,"M","South East Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Pass",5231,-132
29144,"BBB","2013B",659,"M","South Region","Lower Than A Level","60-70%","0-35",0,120,"N","Fail",1914,-24
291544,"BBB","2013J",956,"F","South East Region","Lower Than A Level","80-90%","0-35",0,60,"Y","Pass",628,-144
291674,"CCC","2014J",1165,"F","West Midlands Region","A Level or Equivalent","10-20","0-35",0,30,"N","Pass",3305,-9
291674,"EEE","2014B",1165,"F","West Midlands Region","A Level or Equivalent","10-20","0-35",1,60,"N","Pass",3305,-47
291745,"FFF","2013J",1112,"M","Scotland","A Level or Equivalent","60-70%","35-55",0,60,"N","Pass",12100,-31
291805,"CCC","2014B",122,"F","Wales","HE Qualification","10-20","0-35",0,30,"N","Pass",3609,-87
291960,"FFF","2013B",983,"M","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,60,"Y","Pass",6505,-27
292525,"AAA","2014J",423,"M","South Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Pass",311,-52
292537,"BBB","2013J",866,"F","South Region","Lower Than A Level","50-60%","0-35",0,60,"N","Pass",339,-17
292713,"DDD","2013B",297,"M","South Region","Lower Than A Level","40-50%","0-35",0,60,"Y","Fail",321,-29
292775,"AAA","2014J",408,"M","South East Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass",1859,-35
293162,"CCC","2014J",657,"M","Scotland","A Level or Equivalent","70-80%","0-35",0,90,"N","Pass",1822,-92
293387,"BBB","2014J",459,"F","Wales","Lower Than A Level","20-30%","35-55",0,60,"N","Pass",2047,-23
293454,"FFF","2014B",320,"M","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Fail",665,-22
293699,"AAA","2013J",187,"M","East Midlands Region","A Level or Equivalent","70-80%","0-35",0,120,"N","Pass",187,-27
293712,"BBB","2013J",907,"F","East Midlands Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass",466,-38
293760,"BBB","2013J",656,"F","Ireland","Lower Than A Level","30-40%","0-35",1,120,"N","Pass",157,5
293824,"AAA","2014J",300,"F","South West Region","A Level or Equivalent","50-60%","35-55",0,60,"N","Pass",7901,-50
293992,"BBB","2014B",714,"F","East Midlands Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass",451,-36
29411,"DDD","2013J",533,"M","East Midlands Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass",1170,-96
294134,"BBB","2014J",280,"F","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass",1168,-65
294219,"FFF","2014J",1104,"F","North Western Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass",4941,-45
294364,"DDD","2013J",475,"M","West Midlands Region","Lower Than A Level","10-20","0-35",0,60,"N","Fail",1779,-69
294513,"BBB","2014B",905,"F","Wales","HE Qualification","80-90%","0-35",0,60,"N","Pass",1925,-24
294570,"AAA","2013J",391,"M","South East Region","HE Qualification","90-100%","55>=",0,60,"N","Pass",1775,-80
294655,"AAA","2014J",388,"M","Wales","A Level or Equivalent","70-80%","35-55",0,60,"N","Fail",2219,-49
294929,"FFF","2014J",637,"M","North Western Region","A Level or Equivalent","50-60%","35-55",0,90,"N","Pass",3665,-148
295060,"AAA","2014J",335,"M","East Anglian Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Fail",1097,-66
295075,"AAA","2014J",320,"M","South Region","HE Qualification","70-80%","55>=",0,60,"N","Pass",1642,-114
295118,"DDD","2014J",554,"F","Wales","Lower Than A Level","20-30%","35-55",0,180,"N","Pass",2462,-131
295741,"AAA","2013J",1207,"M","South East Region","A Level or Equivalent","40-50%","35-55",0,240,"N","Fail",3099,-17
295754,"BBB","2013B",830,"F","Scotland","A Level or Equivalent","90-100%","0-35",0,120,"N","Pass",626,-12
296138,"DDD","2014J",594,"M","East Anglian Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass",552,-32
296332,"AAA","2013J",434,"M","South Region","Post Graduate Qualification","90-100%","55>=",0,60,"N","Pass",2152,-115
29639,"CCC","2014J",1089,"M","North Region","Lower Than A Level","","0-35",0,30,"N","Pass",10503,-24
29639,"EEE","2014B",1089,"M","North Region","Lower Than A Level","","0-35",0,30,"N","Pass",10503,-26
296411,"CCC","2014B",767,"M","East Midlands Region","A Level or Equivalent","80-90%","0-35",0,30,"N","Pass",1225,-22
296424,"AAA","2014J",386,"M","Scotland","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass",1695,-84
296725,"CCC","2014J",353,"F","Scotland","Post Graduate Qualification","50-60%","0-35",0,210,"N","Fail",413,-73
296904,"FFF","2014B",1005,"M","East Anglian Region","Lower Than A Level","40-50%","0-35",0,60,"N","Pass",2623,-45
296993,"GGG","2013J",545,"F","Yorkshire Region","HE Qualification","30-40%","0-35",0,30,"N","Pass",574,-80
297014,"FFF","2014B",789,"M","Ireland","HE Qualification","30-40%","35-55",0,60,"N","Pass",3376,-17
297218,"FFF","2014J",1010,"M","Yorkshire Region","A Level or Equivalent","60-70%","0-35",0,210,"N","Pass",2113,-9
297484,"BBB","2013B",893,"F","North Region","A Level or Equivalent","10-20","0-35",1,60,"N","Pass",2812,-170
29764,"CCC","2014B",804,"M","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,90,"N","Pass",2867,-34
297685,"BBB","2014J",376,"F","South West Region","A Level or Equivalent","60-70%","35-55",0,120,"N","Pass",1078,-142
29769,"FFF","2013J",465,"M","East Midlands Region","A Level or Equivalent","40-50%","0-35",1,60,"N","Fail",1608,-32
297806,"BBB","2014J",1,"F","East Midlands Region","Lower Than A Level","40-50%","35-55",0,60,"N","Fail",126,-56
297853,"EEE","2013J",383,"M","South West Region","Lower Than A Level","90-100%","0-35",0,60,"N","Pass",2477,-78
297990,"GGG","2013J",520,"M","North Western Region","Lower Than A Level","20-30%","35-55",0,30,"N","Pass",592,-114
298034,"AAA","2014J",364,"M","Scotland","A Level or Equivalent","70-80%","35-55",0,120,"N","Fail",1681,-49
298040,"CCC","2014B",2052,"F","South Region","HE Qualification","80-90%","35-55",0,30,"N","Pass",17503,-123
298040,"DDD","2013B",2052,"F","South Region","HE Qualification","80-90%","0-35",0,60,"N","Pass",17503,-100
298148,"EEE","2014J",354,"M","London Region","HE Qualification","70-80%","0-35",0,80,"N","Pass",741,-30
298186,"GGG","2013J",539,"F","East Midlands Region","Lower Than A Level","10-20","35-55",0,45,"N","Pass",516,-38
298187,"BBB","2014J",357,"F","Scotland","Lower Than A Level","40-50%","0-35",0,60,"N","Pass",1070,-29
29820,"CCC","2014B",1048,"M","East Anglian Region","HE Qualification","40-50%","0-35",0,60,"N","Pass",2502,-57
29820,"EEE","2014B",1048,"M","East Anglian Region","HE Qualification","40-50%","0-35",0,60,"N","Pass",2502,-57
298303,"BBB","2014J",429,"F","Ireland","A Level or Equivalent","10-20","0-35",0,60,"N","Pass",894,5
298322,"BBB","2013B",836,"F","East Anglian Region","HE Qualification","30-40%","35-55",1,120,"N","Pass",522,-100
298476,"BBB","2013B",898,"F","North Region","A Level or Equivalent","70-80%","0-35",2,130,"N","Pass",1014,-21
298777,"DDD","2014J",499,"M","North Western Region","A Level or Equivalent","40-50%","0-35",1,120,"N","Fail",529,-91
298838,"AAA","2014J",396,"F","Yorkshire Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Pass",1604,-66
299281,"FFF","2013J",948,"M","North Region","A Level or Equivalent","","0-35",1,60,"N","Pass",5503,-149
299473,"DDD","2013J",304,"M","East Midlands Region","Lower Than A Level","40-50%","0-35",2,60,"Y","Fail",1129,-205
299536,"GGG","2014B",180,"F","South West Region","Lower Than A Level","50-60%","0-35",0,30,"Y","Fail",304,-57
29985,"GGG","2014B",647,"F","South Region","Lower Than A Level","20-30%","0-35",0,30,"N","Pass",760,-93
299886,"FFF","2013J",998,"F","Yorkshire Region","Lower Than A Level","20-30%","35-55",0,210,"N","Pass",4151,-166
300057,"DDD","2014J",208,"M","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Fail",163,-128
300059,"CCC","2014B",382,"M","South Region","A Level or Equivalent","40-50%","0-35",0,180,"Y","Pass",293,-24
300264,"FFF","2013B",614,"M","West Midlands Region","Lower Than A Level","10-20","0-35",0,60,"N","Fail",1533,-72
300398,"AAA","2013J",394,"M","West Midlands Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass",1997,-59
300592,"DDD","2014B",706,"M","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,90,"N","Pass",1543,-138
300592,"EEE","2013J",706,"M","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,90,"N","Pass",1543,-31
300611,"CCC","2014J",406,"M","North Western Region","HE Qualification","0-10%","0-35",1,30,"N","Pass",1077,-73
300819,"BBB","2014J",366,"M","South Region","HE Qualification","30-40%","0-35",0,60,"N","Pass",387,-35
30091,"BBB","2013J",880,"F","South West Region","A Level or Equivalent","10-20","0-35",0,60,"Y","Pass",1332,-145
301074,"FFF","2014J",1045,"M","South Region","Lower Than A Level","20-30%","0-35",1,120,"N","Pass",2913,-120
301232,"CCC","2014B",571,"M","South West Region","HE Qualification","60-70%","0-35",0,30,"N","Pass",3094,-106
301298,"FFF","2013B",174,"M","East Anglian Region","A Level or Equivalent","70-80%","0-35",0,90,"N","Fail",170,-18
301498,"GGG","2014B",610,"F","Yorkshire Region","Lower Than A Level","10-20","0-35",0,30,"N","Pass",495,-71
301583,"BBB","2013J",72,"F","Yorkshire Region","A Level or Equivalent","0-10%","0-35",1,60,"N","Fail",399,-31
301967,"AAA","2014J",264,"M","South West Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass",193,-35
301987,"BBB","2013J",837,"F","South Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass",943,-60
302302,"AAA","2013J",176,"F","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Fail",513,-83
302476,"AAA","2014J",426,"M","South East Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Pass",1766,-156
302522,"GGG","2014J",355,"F","East Anglian Region","Lower Than A Level","60-70%","35-55",0,90,"N","Fail",310,-2
302566,"FFF","2013J",223,"M","South West Region","Lower Than A Level","40-50%","35-55",0,120,"Y","Fail",1165,-150
302924,"FFF","2013B",1009,"F","London Region","HE Qualification","10-20","0-35",0,60,"N","Pass",3067,-68
303165,"BBB","2014J",825,"F","Yorkshire Region","Lower Than A Level","10-20","35-55",0,60,"N","Pass",3202,-59
303165,"GGG","2013J",825,"F","Yorkshire Region","Lower Than A Level","10-20","35-55",0,30,"N","Pass",3202,-29
303218,"CCC","2014J",752,"M","Yorkshire Region","HE Qualification","40-50%","0-35",0,60,"N","Pass",1458,-15
303288,"FFF","2013B",229,"M","South Region","Lower Than A Level","70-80%","0-35",0,120,"N","Fail",376,-47
303521,"AAA","2014J",402,"F","Ireland","A Level or Equivalent","20-30%","35-55",0,60,"N","Pass",7163,-108
303582,"DDD","2013J",399,"F","North Western Region","A Level or Equivalent","10-20","0-35",0,105,"N","Pass",429,-26
303595,"FFF","2013B",1096,"M","Wales","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass",6042,-25
303617,"BBB","2013J",407,"F","Wales","Lower Than A Level","0-10%","0-35",0,60,"N","Fail",575,-110
303617,"BBB","2014J",407,"F","Wales","Lower Than A Level","0-10%","35-55",1,60,"N","Pass",575,-31
304465,"AAA","2014J",378,"F","West Midlands Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass",3553,-135
304589,"FFF","2013J",1141,"M","West Midlands Region","A Level or Equivalent","30-40%","35-55",0,120,"N","Pass",4421,-108
304607,"BBB","2014B",414,"F","South Region","A Level or Equivalent","70-80%","35-55",0,60,"N","Fail",238,-110
304734,"DDD","2013B",1050,"M","East Anglian Region","HE Qualification","70-80%","35-55",1,60,"N","Pass",667,-54
305036,"EEE","2013J",326,"M","North Western Region","Lower Than A Level","50-60%","0-35",0,30,"N","Pass",808,-25
305064,"FFF","2014J",1031,"M","South Region","Lower Than A Level","20-30%","0-35",0,180,"N","Pass",5355,-86
305173,"BBB","2013J",50,"M","Wales","Lower Than A Level","10-20","0-35",2,60,"N","Fail",41,-38
305386,"AAA","2013J",390,"M","West Midlands Region","A Level or Equivalent","70-80%","0-35",0,120,"Y","Pass",1277,-66
305659,"FFF","2014J",1077,"M","South East Region","A Level or Equivalent","80-90%","0-35",0,90,"N","Pass",1701,-28
305858,"FFF","2013J",969,"F","West Midlands Region","A Level or Equivalent","70-80%","0-35",0,90,"Y","Pass",1967,-109
305876,"CCC","2014B",1245,"M","Scotland","HE Qualification","50-60%","0-35",0,120,"Y","Fail",1964,-25
305876,"FFF","2014B",1245,"M","Scotland","HE Qualification","50-60%","0-35",0,120,"Y","Pass",1964,-25
305935,"BBB","2013J",1018,"F","South East Region","HE Qualification","80-90%","0-35",1,180,"N","Fail",53,-114
306150,"EEE","2013J",268,"M","Scotland","A Level or Equivalent","80-90%","0-35",0,90,"N","Pass",2700,-157
306466,"AAA","2013J",410,"M","East Anglian Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Pass",1220,-58
306478,"BBB","2014J",389,"F","Ireland","Lower Than A Level","80-90%","0-35",0,60,"N","Pass",671,-68
306610,"GGG","2013J",627,"F","South East Region","Lower Than A Level","70-80%","35-55",0,30,"N","Fail",1018,-75
306886,"BBB","2013B",850,"F","South Region","Lower Than A Level","90-100%","0-35",0,150,"N","Pass",155,-79
306897,"AAA","2013J",313,"F","London Region","A Level or Equivalent","10-20","0-35",0,60,"N","Pass",2742,-123
307061,"AAA","2013J",406,"F","East Midlands Region","HE Qualification","10-20","0-35",0,60,"N","Pass",1081,-31
307158,"DDD","2013B",155,"F","Scotland","Lower Than A Level","20-30%","0-35",0,90,"Y","Fail",266,-18
307245,"FFF","2013J",870,"M","North Region","Lower Than A Level","70-80%","0-35",2,60,"N","Fail",1490,-150
307290,"DDD","2013B",786,"F","South East Region","HE Qualification","30-40%","0-35",2,120,"N","Fail",464,-22
307386,"BBB","2014B",659,"F","Ireland","HE Qualification","50-60%","0-35",2,180,"N","Pass",230,-94
307676,"FFF","2013J",500,"M","West Midlands Region","A Level or Equivalent","30-40%","0-35",1,120,"N","Fail",595,-29
307689,"FFF","2013B",1070,"F","South East Region","A Level or Equivalent","30-40%","35-55",0,90,"N","Pass",5960,-107
307866,"AAA","2013J",240,"M","West Midlands Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Pass",1476,-107
307932,"DDD","2013J",59,"M","Scotland","HE Qualification","90-100%","0-35",1,120,"N","Fail",261,-79
308231,"DDD","2013J",108,"M","North Western Region","Lower Than A Level","70-80%","0-35",0,60,"N","Fail",370,-45
308345,"BBB","2014B",158,"F","Yorkshire Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Fail",479,-17
308363,"FFF","2013B",832,"F","North Western Region","A Level or Equivalent","0-10%","0-35",1,150,"N","Pass",3059,-61
30850,"CCC","2014J",894,"F","Scotland","HE Qualification","60-70%","35-55",0,120,"N","Pass",2258,-56
308767,"DDD","2013B",493,"F","Ireland","Lower Than A Level","60-70%","0-35",1,120,"N","Fail",460,-9
308775,"BBB","2014J",305,"F","North Region","A Level or Equivalent","10-20","35-55",0,120,"N","Pass",1508,-32
308807,"GGG","2014J",730,"M","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,120,"N","Pass",523,-94
309048,"FFF","2013B",124,"M","London Region","A Level or Equivalent","30-40%","35-55",2,120,"N","Fail",322,-24
309118,"CCC","2014B",609,"M","South Region","HE Qualification","70-80%","0-35",0,120,"N","Pass",1199,-16
309142,"AAA","2014J",330,"F","South Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Pass",560,-38
309175,"BBB","2013B",658,"F","London Region","Lower Than A Level","40-50%","0-35",0,60,"N","Pass",188,-44
309580,"DDD","2013B",1329,"F","East Midlands Region","HE Qualification","50-60%","35-55",0,60,"N","Pass",6180,-30
309709,"BBB","2013B",651,"M","South East Region","Lower Than A Level","90-100%","35-55",3,195,"N","Pass",420,-193
309734,"BBB","2013B",720,"F","East Midlands Region","Lower Than A Level","0-10%","0-35",2,60,"N","Pass",701,-16
309756,"DDD","2014B",217,"M","London Region","No Formal quals","20-30%","35-55",2,150,"N","Fail",777,-157
309893,"FFF","2013J",807,"M","North Western Region","A Level or Equivalent","10-20","0-35",0,60,"N","Pass",2672,-47
310205,"FFF","2014J",791,"M","South West Region","Lower Than A Level","40-50%","0-35",1,60,"N","Fail",3104,-79
310280,"CCC","2014J",416,"M","South West Region","Lower Than A Level","50-60%","0-35",1,60,"N","Fail",1164,-128
310646,"FFF","2013J",996,"M","Yorkshire Region","Lower Than A Level","10-20","0-35",0,90,"N","Pass",2396,-26
310933,"BBB","2013J",802,"F","Wales","Lower Than A Level","50-60%","0-35",1,60,"N","Pass",417,-88
310968,"EEE","2014J",325,"M","South West Region","Lower Than A Level","20-30%","0-35",0,60,"N","Pass",1598,-7
31107,"GGG","2014B",803,"M","South West Region","Lower Than A Level","40-50%","35-55",0,30,"N","Pass",3873,-47
311235,"AAA","2014J",329,"M","South West Region","A Level or Equivalent","50-60%","35-55",0,60,"N","Pass",1168,-123
311599,"BBB","2014B",996,"F","London Region","A Level or Equivalent","90-100%","0-35",0,120,"N","Pass",331,-36
311616,"CCC","2014B",784,"M","South West Region","HE Qualification","80-90%","0-35",0,30,"N","Pass",2432,-25
31173,"DDD","2013J",351,"M","North Western Region","A Level or Equivalent","40-50%","35-55",1,60,"N","Fail",858,-44
311845,"EEE","2013J",376,"M","Scotland","A Level or Equivalent","80-90%","35-55",0,30,"N","Pass",3860,-19
